Continent_Of_Death	Country_Of_Death	Location_Of_Death	Dead_Host_Order	BirdTree_Dead_Host_Species	Dead_Host_Native_To	Host_Native_Or_Not	Host_Captive_Or_Wild	Host_Age	Naive_To_Parasite	Parasite_Genus	Parasite_Cytb_Lineage	SESMPD	Parasite_Distribution	Authors_State_Caused_Or_Associated_W_Death	Pathology_Or_Stated_Cause_Of_Death	Paper_Title	Year	Citation	Notes
Europe	Austria	Vienna	Passeriformes	Turdus_merula	Eurasia	Native	Wild	Unknown	Not_Naive	Plasmodium	SYAT05	-1.79	"Africa,Asia,Europe,North America,Oceania,South America"	Associated_with_death	"Pg. 10: It is important to note, that the infected birds in this study all died naturally, and it remains open, to what extent they suffered from concomitant diseases or other pathogens that might have favoured the severity of malaria infections."""	Haemosporidioses in wild Eurasian blackbirds (Turdus merula) and song thrushes (T. philomelos): an in situ hybridization study with emphasis on exo-erythrocytic parasite burden	2020	Himmel et al.	
Europe	Austria	Vienna	Passeriformes	Turdus_merula	Eurasia	Native	Wild	Unknown	Not_Naive	Plasmodium	SYAT05	-1.79	"Africa,Asia,Europe,North America,Oceania,South America"	Associated_with_death	"Pg. 10: It is important to note, that the infected birds in this study all died naturally, and it remains open, to what extent they suffered from concomitant diseases or other pathogens that might have favoured the severity of malaria infections."""	Haemosporidioses in wild Eurasian blackbirds (Turdus merula) and song thrushes (T. philomelos): an in situ hybridization study with emphasis on exo-erythrocytic parasite burden	2020	Himmel et al.	
Europe	Austria	Vienna	Passeriformes	Turdus_merula	Eurasia	Native	Wild	Unknown	Not_Naive	Plasmodium	SYAT05	-1.79	"Africa,Asia,Europe,North America,Oceania,South America"	Associated_with_death	"Pg. 10: It is important to note, that the infected birds in this study all died naturally, and it remains open, to what extent they suffered from concomitant diseases or other pathogens that might have favoured the severity of malaria infections."""	Haemosporidioses in wild Eurasian blackbirds (Turdus merula) and song thrushes (T. philomelos): an in situ hybridization study with emphasis on exo-erythrocytic parasite burden	2020	Himmel et al.	
Europe	Austria	Vienna	Passeriformes	Turdus_merula	Eurasia	Native	Wild	Unknown	Not_Naive	Plasmodium	SYAT05	-1.79	"Africa,Asia,Europe,North America,Oceania,South America"	Associated_with_death	"Pg. 10: It is important to note, that the infected birds in this study all died naturally, and it remains open, to what extent they suffered from concomitant diseases or other pathogens that might have favoured the severity of malaria infections."""	Haemosporidioses in wild Eurasian blackbirds (Turdus merula) and song thrushes (T. philomelos): an in situ hybridization study with emphasis on exo-erythrocytic parasite burden	2020	Himmel et al.	
Europe	Austria	Vienna	Passeriformes	Turdus_merula	Eurasia	Native	Wild	Unknown	Not_Naive	Plasmodium	SYAT05	-1.79	"Africa,Asia,Europe,North America,Oceania,South America"	Associated_with_death	"Pg. 10: It is important to note, that the infected birds in this study all died naturally, and it remains open, to what extent they suffered from concomitant diseases or other pathogens that might have favoured the severity of malaria infections."""	Haemosporidioses in wild Eurasian blackbirds (Turdus merula) and song thrushes (T. philomelos): an in situ hybridization study with emphasis on exo-erythrocytic parasite burden	2020	Himmel et al.	
Europe	Austria	Vienna	Passeriformes	Turdus_merula	Eurasia	Native	Wild	Unknown	Not_Naive	Plasmodium	SYAT05	-1.79	"Africa,Asia,Europe,North America,Oceania,South America"	Associated_with_death	"Pg. 10: It is important to note, that the infected birds in this study all died naturally, and it remains open, to what extent they suffered from concomitant diseases or other pathogens that might have favoured the severity of malaria infections."""	Haemosporidioses in wild Eurasian blackbirds (Turdus merula) and song thrushes (T. philomelos): an in situ hybridization study with emphasis on exo-erythrocytic parasite burden	2020	Himmel et al.	
Europe	Austria	Vienna	Passeriformes	Turdus_merula	Eurasia	Native	Wild	Unknown	Not_Naive	Plasmodium	SYAT05	-1.79	"Africa,Asia,Europe,North America,Oceania,South America"	Associated_with_death	"Pg. 10: It is important to note, that the infected birds in this study all died naturally, and it remains open, to what extent they suffered from concomitant diseases or other pathogens that might have favoured the severity of malaria infections."""	Haemosporidioses in wild Eurasian blackbirds (Turdus merula) and song thrushes (T. philomelos): an in situ hybridization study with emphasis on exo-erythrocytic parasite burden	2020	Himmel et al.	
Europe	Austria	Vienna	Passeriformes	Turdus_merula	Eurasia	Native	Wild	Unknown	Not_Naive	Plasmodium	SYAT05	-1.79	"Africa,Asia,Europe,North America,Oceania,South America"	Associated_with_death	"Pg. 10: It is important to note, that the infected birds in this study all died naturally, and it remains open, to what extent they suffered from concomitant diseases or other pathogens that might have favoured the severity of malaria infections."""	Haemosporidioses in wild Eurasian blackbirds (Turdus merula) and song thrushes (T. philomelos): an in situ hybridization study with emphasis on exo-erythrocytic parasite burden	2020	Himmel et al.	
Europe	Austria	Vienna	Passeriformes	Turdus_merula	Eurasia	Native	Wild	Unknown	Not_Naive	Plasmodium	SYAT05	-1.79	"Africa,Asia,Europe,North America,Oceania,South America"	Associated_with_death	"Pg. 10: It is important to note, that the infected birds in this study all died naturally, and it remains open, to what extent they suffered from concomitant diseases or other pathogens that might have favoured the severity of malaria infections."""	Haemosporidioses in wild Eurasian blackbirds (Turdus merula) and song thrushes (T. philomelos): an in situ hybridization study with emphasis on exo-erythrocytic parasite burden	2020	Himmel et al.	
Europe	Austria	Vienna	Passeriformes	Turdus_merula	Eurasia	Native	Wild	Unknown	Not_Naive	Plasmodium	SYAT05	-1.79	"Africa,Asia,Europe,North America,Oceania,South America"	Associated_with_death	"Pg. 10: It is important to note, that the infected birds in this study all died naturally, and it remains open, to what extent they suffered from concomitant diseases or other pathogens that might have favoured the severity of malaria infections."""	Haemosporidioses in wild Eurasian blackbirds (Turdus merula) and song thrushes (T. philomelos): an in situ hybridization study with emphasis on exo-erythrocytic parasite burden	2020	Himmel et al.	
Europe	Austria	Vienna	Passeriformes	Turdus_merula	Eurasia	Native	Wild	Unknown	Not_Naive	Plasmodium	SYAT05	-1.79	"Africa,Asia,Europe,North America,Oceania,South America"	Associated_with_death	"Pg. 10: It is important to note, that the infected birds in this study all died naturally, and it remains open, to what extent they suffered from concomitant diseases or other pathogens that might have favoured the severity of malaria infections."""	Haemosporidioses in wild Eurasian blackbirds (Turdus merula) and song thrushes (T. philomelos): an in situ hybridization study with emphasis on exo-erythrocytic parasite burden	2020	Himmel et al.	
Europe	Austria	Vienna	Passeriformes	Turdus_merula	Eurasia	Native	Wild	Unknown	Not_Naive	Plasmodium	SYAT05	-1.79	"Africa,Asia,Europe,North America,Oceania,South America"	Associated_with_death	"Pg. 10: It is important to note, that the infected birds in this study all died naturally, and it remains open, to what extent they suffered from concomitant diseases or other pathogens that might have favoured the severity of malaria infections."""	Haemosporidioses in wild Eurasian blackbirds (Turdus merula) and song thrushes (T. philomelos): an in situ hybridization study with emphasis on exo-erythrocytic parasite burden	2020	Himmel et al.	
Europe	Austria	Vienna	Passeriformes	Turdus_merula	Eurasia	Native	Wild	Unknown	Not_Naive	Plasmodium	SYAT05	-1.79	"Africa,Asia,Europe,North America,Oceania,South America"	Associated_with_death	"Pg. 10: It is important to note, that the infected birds in this study all died naturally, and it remains open, to what extent they suffered from concomitant diseases or other pathogens that might have favoured the severity of malaria infections."""	Haemosporidioses in wild Eurasian blackbirds (Turdus merula) and song thrushes (T. philomelos): an in situ hybridization study with emphasis on exo-erythrocytic parasite burden	2020	Himmel et al.	
Europe	Austria	Vienna	Passeriformes	Turdus_merula	Eurasia	Native	Wild	Unknown	Not_Naive	Plasmodium	SYAT05	-1.79	"Africa,Asia,Europe,North America,Oceania,South America"	Associated_with_death	"Pg. 10: It is important to note, that the infected birds in this study all died naturally, and it remains open, to what extent they suffered from concomitant diseases or other pathogens that might have favoured the severity of malaria infections."""	Haemosporidioses in wild Eurasian blackbirds (Turdus merula) and song thrushes (T. philomelos): an in situ hybridization study with emphasis on exo-erythrocytic parasite burden	2020	Himmel et al.	
Europe	Austria	Vienna	Passeriformes	Turdus_merula	Eurasia	Native	Wild	Unknown	Not_Naive	Plasmodium	SYAT05	-1.79	"Africa,Asia,Europe,North America,Oceania,South America"	Associated_with_death	"Pg. 10: It is important to note, that the infected birds in this study all died naturally, and it remains open, to what extent they suffered from concomitant diseases or other pathogens that might have favoured the severity of malaria infections."""	Haemosporidioses in wild Eurasian blackbirds (Turdus merula) and song thrushes (T. philomelos): an in situ hybridization study with emphasis on exo-erythrocytic parasite burden	2020	Himmel et al.	
Europe	Austria	Vienna	Passeriformes	Turdus_merula	Eurasia	Native	Wild	Unknown	Not_Naive	Plasmodium	SYAT05	-1.79	"Africa,Asia,Europe,North America,Oceania,South America"	Associated_with_death	"Pg. 10: It is important to note, that the infected birds in this study all died naturally, and it remains open, to what extent they suffered from concomitant diseases or other pathogens that might have favoured the severity of malaria infections."""	Haemosporidioses in wild Eurasian blackbirds (Turdus merula) and song thrushes (T. philomelos): an in situ hybridization study with emphasis on exo-erythrocytic parasite burden	2020	Himmel et al.	
Europe	Austria	Vienna	Passeriformes	Turdus_merula	Eurasia	Native	Wild	Unknown	Not_Naive	Plasmodium	SYAT05	-1.79	"Africa,Asia,Europe,North America,Oceania,South America"	Associated_with_death	"Pg. 10: It is important to note, that the infected birds in this study all died naturally, and it remains open, to what extent they suffered from concomitant diseases or other pathogens that might have favoured the severity of malaria infections."""	Haemosporidioses in wild Eurasian blackbirds (Turdus merula) and song thrushes (T. philomelos): an in situ hybridization study with emphasis on exo-erythrocytic parasite burden	2020	Himmel et al.	
Europe	Austria	Vienna	Passeriformes	Turdus_merula	Eurasia	Native	Wild	Unknown	Not_Naive	Plasmodium	SYAT05	-1.79	"Africa,Asia,Europe,North America,Oceania,South America"	Associated_with_death	"Pg. 10: It is important to note, that the infected birds in this study all died naturally, and it remains open, to what extent they suffered from concomitant diseases or other pathogens that might have favoured the severity of malaria infections."""	Haemosporidioses in wild Eurasian blackbirds (Turdus merula) and song thrushes (T. philomelos): an in situ hybridization study with emphasis on exo-erythrocytic parasite burden	2020	Himmel et al.	
Europe	Austria	Vienna	Passeriformes	Turdus_merula	Eurasia	Native	Wild	Unknown	Not_Naive	Plasmodium	SYAT05	-1.79	"Africa,Asia,Europe,North America,Oceania,South America"	Associated_with_death	"Pg. 10: It is important to note, that the infected birds in this study all died naturally, and it remains open, to what extent they suffered from concomitant diseases or other pathogens that might have favoured the severity of malaria infections."""	Haemosporidioses in wild Eurasian blackbirds (Turdus merula) and song thrushes (T. philomelos): an in situ hybridization study with emphasis on exo-erythrocytic parasite burden	2020	Himmel et al.	
Europe	Austria	Vienna	Passeriformes	Turdus_merula	Eurasia	Native	Wild	Unknown	Not_Naive	Plasmodium	SYAT05	-1.79	"Africa,Asia,Europe,North America,Oceania,South America"	Associated_with_death	"Pg. 10: It is important to note, that the infected birds in this study all died naturally, and it remains open, to what extent they suffered from concomitant diseases or other pathogens that might have favoured the severity of malaria infections."""	Haemosporidioses in wild Eurasian blackbirds (Turdus merula) and song thrushes (T. philomelos): an in situ hybridization study with emphasis on exo-erythrocytic parasite burden	2020	Himmel et al.	
Europe	Austria	Vienna	Passeriformes	Turdus_merula	Eurasia	Native	Wild	Unknown	Not_Naive	Plasmodium	SYAT05	-1.79	"Africa,Asia,Europe,North America,Oceania,South America"	Associated_with_death	"Pg. 10: It is important to note, that the infected birds in this study all died naturally, and it remains open, to what extent they suffered from concomitant diseases or other pathogens that might have favoured the severity of malaria infections."""	Haemosporidioses in wild Eurasian blackbirds (Turdus merula) and song thrushes (T. philomelos): an in situ hybridization study with emphasis on exo-erythrocytic parasite burden	2020	Himmel et al.	
Europe	Austria	Vienna	Passeriformes	Turdus_merula	Eurasia	Native	Wild	Unknown	Not_Naive	Plasmodium	SYAT05	-1.79	"Africa,Asia,Europe,North America,Oceania,South America"	Associated_with_death	"Pg. 10: It is important to note, that the infected birds in this study all died naturally, and it remains open, to what extent they suffered from concomitant diseases or other pathogens that might have favoured the severity of malaria infections."""	Haemosporidioses in wild Eurasian blackbirds (Turdus merula) and song thrushes (T. philomelos): an in situ hybridization study with emphasis on exo-erythrocytic parasite burden	2020	Himmel et al.	
Europe	Austria	Vienna	Passeriformes	Turdus_merula	Eurasia	Native	Wild	Unknown	Not_Naive	Plasmodium	SYAT05	-1.79	"Africa,Asia,Europe,North America,Oceania,South America"	Associated_with_death	"Pg. 10: It is important to note, that the infected birds in this study all died naturally, and it remains open, to what extent they suffered from concomitant diseases or other pathogens that might have favoured the severity of malaria infections."""	Haemosporidioses in wild Eurasian blackbirds (Turdus merula) and song thrushes (T. philomelos): an in situ hybridization study with emphasis on exo-erythrocytic parasite burden	2020	Himmel et al.	
Europe	Austria	Vienna	Passeriformes	Turdus_merula	Eurasia	Native	Wild	Unknown	Not_Naive	Plasmodium	AFTRU5	-0.37	"Africa,Asia,Europe,North America,Oceania"	Associated_with_death	"Pg. 10: It is important to note, that the infected birds in this study all died naturally, and it remains open, to what extent they suffered from concomitant diseases or other pathogens that might have favoured the severity of malaria infections."""	Haemosporidioses in wild Eurasian blackbirds (Turdus merula) and song thrushes (T. philomelos): an in situ hybridization study with emphasis on exo-erythrocytic parasite burden	2020	Himmel et al.	
Europe	Austria	Vienna	Passeriformes	Turdus_merula	Eurasia	Native	Wild	Unknown	Not_Naive	Plasmodium	AFTRU5	-0.37	"Africa,Asia,Europe,North America,Oceania"	Associated_with_death	"Pg. 10: It is important to note, that the infected birds in this study all died naturally, and it remains open, to what extent they suffered from concomitant diseases or other pathogens that might have favoured the severity of malaria infections."""	Haemosporidioses in wild Eurasian blackbirds (Turdus merula) and song thrushes (T. philomelos): an in situ hybridization study with emphasis on exo-erythrocytic parasite burden	2020	Himmel et al.	
Europe	Austria	Vienna	Passeriformes	Turdus_merula	Eurasia	Native	Wild	Unknown	Not_Naive	Plasmodium	AFTRU5	-0.37	"Africa,Asia,Europe,North America,Oceania"	Associated_with_death	"Pg. 10: It is important to note, that the infected birds in this study all died naturally, and it remains open, to what extent they suffered from concomitant diseases or other pathogens that might have favoured the severity of malaria infections."""	Haemosporidioses in wild Eurasian blackbirds (Turdus merula) and song thrushes (T. philomelos): an in situ hybridization study with emphasis on exo-erythrocytic parasite burden	2020	Himmel et al.	
Europe	Austria	Vienna	Passeriformes	Turdus_merula	Eurasia	Native	Wild	Unknown	Unknown	Plasmodium	TUMER12	NA	Unknown_Single_Record	Associated_with_death	"Pg. 10: It is important to note, that the infected birds in this study all died naturally, and it remains open, to what extent they suffered from concomitant diseases or other pathogens that might have favoured the severity of malaria infections."""	Haemosporidioses in wild Eurasian blackbirds (Turdus merula) and song thrushes (T. philomelos): an in situ hybridization study with emphasis on exo-erythrocytic parasite burden	2020	Himmel et al.	
Europe	Austria	Vienna	Passeriformes	Turdus_merula	Eurasia	Native	Wild	Unknown	Unknown	Plasmodium	TUMER12	NA	Unknown_Single_Record	Associated_with_death	"Pg. 10: It is important to note, that the infected birds in this study all died naturally, and it remains open, to what extent they suffered from concomitant diseases or other pathogens that might have favoured the severity of malaria infections."""	Haemosporidioses in wild Eurasian blackbirds (Turdus merula) and song thrushes (T. philomelos): an in situ hybridization study with emphasis on exo-erythrocytic parasite burden	2020	Himmel et al.	
Europe	Austria	Vienna	Passeriformes	Turdus_philomelos	Eurasia	Native	Wild	Unknown	Unknown	Plasmodium	TUPHI09	NA	Unknown_Single_Record	Associated_with_death	"Pg. 10: It is important to note, that the infected birds in this study all died naturally, and it remains open, to what extent they suffered from concomitant diseases or other pathogens that might have favoured the severity of malaria infections."""	Haemosporidioses in wild Eurasian blackbirds (Turdus merula) and song thrushes (T. philomelos): an in situ hybridization study with emphasis on exo-erythrocytic parasite burden	2020	Himmel et al.	
Europe	Austria	Vienna	Passeriformes	Turdus_merula	Eurasia	Native	Wild	Unknown	Unknown	Plasmodium	TUMER16	NA	Unknown_Single_Record	Associated_with_death	"Pg. 10: It is important to note, that the infected birds in this study all died naturally, and it remains open, to what extent they suffered from concomitant diseases or other pathogens that might have favoured the severity of malaria infections."""	Haemosporidioses in wild Eurasian blackbirds (Turdus merula) and song thrushes (T. philomelos): an in situ hybridization study with emphasis on exo-erythrocytic parasite burden	2020	Himmel et al.	
Europe	Austria	Vienna	Passeriformes	Turdus_merula	Eurasia	Native	Wild	Unknown	Not_Naive	Plasmodium	GRW06	1.26	"Africa,Asia,Europe,North America,Oceania,South America"	Associated_with_death	"Pg. 10: It is important to note, that the infected birds in this study all died naturally, and it remains open, to what extent they suffered from concomitant diseases or other pathogens that might have favoured the severity of malaria infections."""	Haemosporidioses in wild Eurasian blackbirds (Turdus merula) and song thrushes (T. philomelos): an in situ hybridization study with emphasis on exo-erythrocytic parasite burden	2020	Himmel et al.	
Europe	Austria	Vienna	Passeriformes	Turdus_merula	Eurasia	Native	Wild	Unknown	Not_Naive	Leucocytozoon	TUMER01	-1.02	"Africa,Europe"	Associated_with_death	"Pg. 11: ""The histology of the two blackbirds showed that the megalomeronts were associated with tissue damage and in ammatory reactions in different organs. Mortality of these birds could not be definitely linked to Leucocytozoon, because other factors than concurrent USUV-infections that might have attributed to death, were not ruled out. However, the histological  findings suggest that these birds suffered from leucocytozoonosis."""	Haemosporidioses in wild Eurasian blackbirds (Turdus merula) and song thrushes (T. philomelos): an in situ hybridization study with emphasis on exo-erythrocytic parasite burden	2020	Himmel et al.	
Europe	Austria	Vienna	Passeriformes	Turdus_merula	Eurasia	Native	Wild	Unknown	Not_Naive	Leucocytozoon	TUMER01	-1.02	"Africa,Europe"	Associated_with_death	"Pg. 11: ""The histology of the two blackbirds showed that the megalomeronts were associated with tissue damage and in ammatory reactions in different organs. Mortality of these birds could not be definitely linked to Leucocytozoon, because other factors than concurrent USUV-infections that might have attributed to death, were not ruled out. However, the histological  findings suggest that these birds suffered from leucocytozoonosis."""	Haemosporidioses in wild Eurasian blackbirds (Turdus merula) and song thrushes (T. philomelos): an in situ hybridization study with emphasis on exo-erythrocytic parasite burden	2020	Himmel et al.	
North America	USA	New York	Anseriformes	Somateria_mollissima	Holarctic (coastal)	Native	Captive	Unknown	Naive	Plasmodium	SGS1	0.09	"Africa,Asia,Europe,North America,Oceania,South America"	Associated_with_death	"Pg. 143: "" Due to the retrospective nature of this study, it was not possible to definitively determine from necropsy findings if Plasmodium infection was the primary cause of mortality or was acting synergistically with other pathologies to lead to death."""	"Analysis of Plasmodium lineages identified in captive penguins (Sphenisciformes spp.), eiders (Somateria spp.), and inca terns (Larosterna inca) in a North American zoological collection "	2020	Spottiswoode et al.	"""Somateria mollissima"" selected as representative species, but authors state three species of eider were studied (records by species not given). This species was selected as 'na夫e' as eiders are marine waterfowl that are unlikely to be exposed to this parasite that typically infects landbirds."
North America	USA	New York	Charadriiformes	Larosterna_inca	South America (coastal)	Not	Captive	Unknown	Naive	Plasmodium	LINN1	-1.56	"Africa,Asia,Europe,North America,Oceania"	Associated_with_death	"Pg. 143: "" Due to the retrospective nature of this study, it was not possible to definitively determine from necropsy findings if Plasmodium infection was the primary cause of mortality or was acting synergistically with other pathologies to lead to death."""	"Analysis of Plasmodium lineages identified in captive penguins (Sphenisciformes spp.), eiders (Somateria spp.), and inca terns (Larosterna inca) in a North American zoological collection "	2020	Spottiswoode et al.	
North America	USA	New York	Charadriiformes	Larosterna_inca	South America (coastal)	Not	Captive	Unknown	Naive	Plasmodium	LINN1	-1.56	"Africa,Asia,Europe,North America,Oceania"	Associated_with_death	"Pg. 143: "" Due to the retrospective nature of this study, it was not possible to definitively determine from necropsy findings if Plasmodium infection was the primary cause of mortality or was acting synergistically with other pathologies to lead to death."""	"Analysis of Plasmodium lineages identified in captive penguins (Sphenisciformes spp.), eiders (Somateria spp.), and inca terns (Larosterna inca) in a North American zoological collection "	2020	Spottiswoode et al.	
North America	USA	New York	Charadriiformes	Larosterna_inca	South America (coastal)	Not	Captive	Unknown	Naive	Plasmodium	LINN1	-1.56	"Africa,Asia,Europe,North America,Oceania"	Associated_with_death	"Pg. 143: "" Due to the retrospective nature of this study, it was not possible to definitively determine from necropsy findings if Plasmodium infection was the primary cause of mortality or was acting synergistically with other pathologies to lead to death."""	"Analysis of Plasmodium lineages identified in captive penguins (Sphenisciformes spp.), eiders (Somateria spp.), and inca terns (Larosterna inca) in a North American zoological collection "	2020	Spottiswoode et al.	
North America	USA	New York	Charadriiformes	Larosterna_inca	South America (coastal)	Not	Captive	Unknown	Naive	Plasmodium	LINN1	-1.56	"Africa,Asia,Europe,North America,Oceania"	Associated_with_death	"Pg. 143: "" Due to the retrospective nature of this study, it was not possible to definitively determine from necropsy findings if Plasmodium infection was the primary cause of mortality or was acting synergistically with other pathologies to lead to death."""	"Analysis of Plasmodium lineages identified in captive penguins (Sphenisciformes spp.), eiders (Somateria spp.), and inca terns (Larosterna inca) in a North American zoological collection "	2020	Spottiswoode et al.	
North America	USA	New York	Charadriiformes	Larosterna_inca	South America (coastal)	Not	Captive	Unknown	Naive	Plasmodium	LINN1	-1.56	"Africa,Asia,Europe,North America,Oceania"	Associated_with_death	"Pg. 143: "" Due to the retrospective nature of this study, it was not possible to definitively determine from necropsy findings if Plasmodium infection was the primary cause of mortality or was acting synergistically with other pathologies to lead to death."""	"Analysis of Plasmodium lineages identified in captive penguins (Sphenisciformes spp.), eiders (Somateria spp.), and inca terns (Larosterna inca) in a North American zoological collection "	2020	Spottiswoode et al.	
North America	USA	New York	Charadriiformes	Larosterna_inca	South America (coastal)	Not	Captive	Unknown	Naive	Plasmodium	LINN1	-1.56	"Africa,Asia,Europe,North America,Oceania"	Associated_with_death	"Pg. 143: "" Due to the retrospective nature of this study, it was not possible to definitively determine from necropsy findings if Plasmodium infection was the primary cause of mortality or was acting synergistically with other pathologies to lead to death."""	"Analysis of Plasmodium lineages identified in captive penguins (Sphenisciformes spp.), eiders (Somateria spp.), and inca terns (Larosterna inca) in a North American zoological collection "	2020	Spottiswoode et al.	
North America	USA	New York	Charadriiformes	Larosterna_inca	South America (coastal)	Not	Captive	Unknown	Naive	Plasmodium	LINN1	-1.56	"Africa,Asia,Europe,North America,Oceania"	Associated_with_death	"Pg. 143: "" Due to the retrospective nature of this study, it was not possible to definitively determine from necropsy findings if Plasmodium infection was the primary cause of mortality or was acting synergistically with other pathologies to lead to death."""	"Analysis of Plasmodium lineages identified in captive penguins (Sphenisciformes spp.), eiders (Somateria spp.), and inca terns (Larosterna inca) in a North American zoological collection "	2020	Spottiswoode et al.	
North America	USA	New York	Charadriiformes	Larosterna_inca	South America (coastal)	Not	Captive	Unknown	Naive	Plasmodium	LINN1	-1.56	"Africa,Asia,Europe,North America,Oceania"	Associated_with_death	"Pg. 143: "" Due to the retrospective nature of this study, it was not possible to definitively determine from necropsy findings if Plasmodium infection was the primary cause of mortality or was acting synergistically with other pathologies to lead to death."""	"Analysis of Plasmodium lineages identified in captive penguins (Sphenisciformes spp.), eiders (Somateria spp.), and inca terns (Larosterna inca) in a North American zoological collection "	2020	Spottiswoode et al.	
North America	USA	New York	Charadriiformes	Larosterna_inca	South America (coastal)	Not	Captive	Unknown	Naive	Plasmodium	LINN1	-1.56	"Africa,Asia,Europe,North America,Oceania"	Associated_with_death	"Pg. 143: "" Due to the retrospective nature of this study, it was not possible to definitively determine from necropsy findings if Plasmodium infection was the primary cause of mortality or was acting synergistically with other pathologies to lead to death."""	"Analysis of Plasmodium lineages identified in captive penguins (Sphenisciformes spp.), eiders (Somateria spp.), and inca terns (Larosterna inca) in a North American zoological collection "	2020	Spottiswoode et al.	
North America	USA	New York	Anseriformes	Somateria_mollissima	Holarctic (coastal)	Native	Captive	Unknown	Naive	Plasmodium	SEIAUR01	-1.03	North America	Associated_with_death	"Pg. 143: "" Due to the retrospective nature of this study, it was not possible to definitively determine from necropsy findings if Plasmodium infection was the primary cause of mortality or was acting synergistically with other pathologies to lead to death."""	"Analysis of Plasmodium lineages identified in captive penguins (Sphenisciformes spp.), eiders (Somateria spp.), and inca terns (Larosterna inca) in a North American zoological collection "	2020	Spottiswoode et al.	"""Somateria mollissima"" selected as representative species, but authors state three species of eider were studied (records by species not given). This species was selected as 'na夫e' as eiders are marine waterfowl that are unlikely to be exposed to this parasite that typically infects landbirds."
North America	USA	New York	Anseriformes	Somateria_mollissima	Holarctic (coastal)	Native	Captive	Unknown	Naive	Plasmodium	SEIAUR01	-1.03	North America	Associated_with_death	"Pg. 143: "" Due to the retrospective nature of this study, it was not possible to definitively determine from necropsy findings if Plasmodium infection was the primary cause of mortality or was acting synergistically with other pathologies to lead to death."""	"Analysis of Plasmodium lineages identified in captive penguins (Sphenisciformes spp.), eiders (Somateria spp.), and inca terns (Larosterna inca) in a North American zoological collection "	2020	Spottiswoode et al.	"""Somateria mollissima"" selected as representative species, but authors state three species of eider were studied (records by species not given). This species was selected as 'na夫e' as eiders are marine waterfowl that are unlikely to be exposed to this parasite that typically infects landbirds."
North America	USA	New York	Charadriiformes	Larosterna_inca	South America (coastal)	Not	Captive	Unknown	Naive	Plasmodium	SEIAUR01	-1.03	North America	Associated_with_death	"Pg. 143: "" Due to the retrospective nature of this study, it was not possible to definitively determine from necropsy findings if Plasmodium infection was the primary cause of mortality or was acting synergistically with other pathologies to lead to death."""	"Analysis of Plasmodium lineages identified in captive penguins (Sphenisciformes spp.), eiders (Somateria spp.), and inca terns (Larosterna inca) in a North American zoological collection "	2020	Spottiswoode et al.	
North America	USA	New York	Charadriiformes	Larosterna_inca	South America (coastal)	Not	Captive	Unknown	Naive	Plasmodium	SEIAUR01	-1.03	North America	Associated_with_death	"Pg. 143: "" Due to the retrospective nature of this study, it was not possible to definitively determine from necropsy findings if Plasmodium infection was the primary cause of mortality or was acting synergistically with other pathologies to lead to death."""	"Analysis of Plasmodium lineages identified in captive penguins (Sphenisciformes spp.), eiders (Somateria spp.), and inca terns (Larosterna inca) in a North American zoological collection "	2020	Spottiswoode et al.	
North America	USA	New York	Charadriiformes	Larosterna_inca	South America (coastal)	Not	Captive	Unknown	Naive	Plasmodium	SEIAUR01	-1.03	North America	Associated_with_death	"Pg. 143: "" Due to the retrospective nature of this study, it was not possible to definitively determine from necropsy findings if Plasmodium infection was the primary cause of mortality or was acting synergistically with other pathologies to lead to death."""	"Analysis of Plasmodium lineages identified in captive penguins (Sphenisciformes spp.), eiders (Somateria spp.), and inca terns (Larosterna inca) in a North American zoological collection "	2020	Spottiswoode et al.	
North America	USA	New York	Charadriiformes	Larosterna_inca	South America (coastal)	Not	Captive	Unknown	Naive	Plasmodium	SEIAUR01	-1.03	North America	Associated_with_death	"Pg. 143: "" Due to the retrospective nature of this study, it was not possible to definitively determine from necropsy findings if Plasmodium infection was the primary cause of mortality or was acting synergistically with other pathologies to lead to death."""	"Analysis of Plasmodium lineages identified in captive penguins (Sphenisciformes spp.), eiders (Somateria spp.), and inca terns (Larosterna inca) in a North American zoological collection "	2020	Spottiswoode et al.	
North America	USA	New York	Charadriiformes	Larosterna_inca	South America (coastal)	Not	Captive	Unknown	Naive	Plasmodium	SEIAUR01	-1.03	North America	Associated_with_death	"Pg. 143: "" Due to the retrospective nature of this study, it was not possible to definitively determine from necropsy findings if Plasmodium infection was the primary cause of mortality or was acting synergistically with other pathologies to lead to death."""	"Analysis of Plasmodium lineages identified in captive penguins (Sphenisciformes spp.), eiders (Somateria spp.), and inca terns (Larosterna inca) in a North American zoological collection "	2020	Spottiswoode et al.	
North America	USA	New York	Charadriiformes	Larosterna_inca	South America (coastal)	Not	Captive	Unknown	Naive	Plasmodium	SEIAUR01	-1.03	North America	Associated_with_death	"Pg. 143: "" Due to the retrospective nature of this study, it was not possible to definitively determine from necropsy findings if Plasmodium infection was the primary cause of mortality or was acting synergistically with other pathologies to lead to death."""	"Analysis of Plasmodium lineages identified in captive penguins (Sphenisciformes spp.), eiders (Somateria spp.), and inca terns (Larosterna inca) in a North American zoological collection "	2020	Spottiswoode et al.	
